,Country,Correlations,Lat,Long,Date
3099,China,-0.038,35.7452,95.9956,2020-02-21
3100,China,-0.038,35.7518,104.2861,2020-02-21
3101,China,-0.038,36.3427,118.1498,2020-02-21
3102,China,-0.038,37.2692,106.1655,2020-02-21
3103,China,-0.038,37.5777,112.2922,2020-02-21
3104,China,-0.038,37.8957,114.9042,2020-02-21
3105,China,-0.038,39.3054,117.323,2020-02-21
3106,China,-0.038,39.549,116.1306,2020-02-21
3107,China,-0.038,40.1824,116.4142,2020-02-21
3108,China,-0.038,41.1129,85.2401,2020-02-21
3109,China,-0.038,41.2956,122.6085,2020-02-21
3110,China,-0.038,43.6661,126.1923,2020-02-21
3111,China,-0.038,44.0935,113.9448,2020-02-21
3112,China,-0.038,47.862,127.7615,2020-02-21
3113,China,-0.038,19.1959,109.7453,2020-02-22
3114,China,-0.038,22.1667,113.55,2020-02-22
3115,China,-0.038,22.3,114.2,2020-02-22
3116,China,-0.038,23.3417,113.4244,2020-02-22
3117,China,-0.038,23.8298,108.7881,2020-02-22
3118,China,-0.038,24.974,101.487,2020-02-22
3119,China,-0.038,26.0789,117.9874,2020-02-22
3120,China,-0.038,26.8154,106.8748,2020-02-22
3121,China,-0.038,27.6104,111.7088,2020-02-22
3122,China,-0.038,27.614,115.7221,2020-02-22
3123,China,-0.038,29.1832,120.0934,2020-02-22
3124,China,-0.038,30.0572,107.874,2020-02-22
3125,China,-0.038,30.6171,102.7103,2020-02-22
3126,China,-0.038,30.9756,112.2707,2020-02-22
3127,China,-0.038,31.202,121.4491,2020-02-22
3128,China,-0.038,31.6927,88.0924,2020-02-22
3129,China,-0.038,31.8257,117.2264,2020-02-22
3130,China,-0.038,32.9711,119.455,2020-02-22
3131,China,-0.038,35.1917,108.8701,2020-02-22
3132,China,-0.038,35.7452,95.9956,2020-02-22
3133,China,-0.038,35.7518,104.2861,2020-02-22
3134,China,-0.038,36.3427,118.1498,2020-02-22
3135,China,-0.038,37.2692,106.1655,2020-02-22
3136,China,-0.038,37.5777,112.2922,2020-02-22
3137,China,-0.038,37.8957,114.9042,2020-02-22
3138,China,-0.038,39.3054,117.323,2020-02-22
3139,China,-0.038,39.549,116.1306,2020-02-22
3140,China,-0.038,40.1824,116.4142,2020-02-22
3141,China,-0.038,41.1129,85.2401,2020-02-22
3142,China,-0.038,41.2956,122.6085,2020-02-22
3143,China,-0.038,43.6661,126.1923,2020-02-22
3144,China,-0.038,44.0935,113.9448,2020-02-22
3145,China,-0.038,47.862,127.7615,2020-02-22
3146,China,-0.038,19.1959,109.7453,2020-02-23
3147,China,-0.038,22.1667,113.55,2020-02-23
3148,China,-0.038,22.3,114.2,2020-02-23
3149,China,-0.038,23.3417,113.4244,2020-02-23
3150,China,-0.038,23.8298,108.7881,2020-02-23
3151,China,-0.038,24.974,101.487,2020-02-23
3152,China,-0.038,26.0789,117.9874,2020-02-23
3153,China,-0.038,26.8154,106.8748,2020-02-23
3154,China,-0.038,27.6104,111.7088,2020-02-23
3155,China,-0.038,27.614,115.7221,2020-02-23
3156,China,-0.038,29.1832,120.0934,2020-02-23
3157,China,-0.038,30.0572,107.874,2020-02-23
3158,China,-0.038,30.6171,102.7103,2020-02-23
3159,China,-0.038,30.9756,112.2707,2020-02-23
3160,China,-0.038,31.202,121.4491,2020-02-23
3161,China,-0.038,31.6927,88.0924,2020-02-23
3162,China,-0.038,31.8257,117.2264,2020-02-23
3163,China,-0.038,32.9711,119.455,2020-02-23
3164,China,-0.038,35.1917,108.8701,2020-02-23
3165,China,-0.038,35.7452,95.9956,2020-02-23
3166,China,-0.038,35.7518,104.2861,2020-02-23
3167,China,-0.038,36.3427,118.1498,2020-02-23
3168,China,-0.038,37.2692,106.1655,2020-02-23
3169,China,-0.038,37.5777,112.2922,2020-02-23
3170,China,-0.038,37.8957,114.9042,2020-02-23
3171,China,-0.038,39.3054,117.323,2020-02-23
3172,China,-0.038,39.549,116.1306,2020-02-23
3173,China,-0.038,40.1824,116.4142,2020-02-23
3174,China,-0.038,41.1129,85.2401,2020-02-23
3175,China,-0.038,41.2956,122.6085,2020-02-23
3176,China,-0.038,43.6661,126.1923,2020-02-23
3177,China,-0.038,44.0935,113.9448,2020-02-23
3178,China,-0.038,47.862,127.7615,2020-02-23
3179,China,-0.038,19.1959,109.7453,2020-02-24
3180,China,-0.038,22.1667,113.55,2020-02-24
3181,China,-0.038,22.3,114.2,2020-02-24
3182,China,-0.038,23.3417,113.4244,2020-02-24
3183,China,-0.038,23.8298,108.7881,2020-02-24
3184,China,-0.038,24.974,101.487,2020-02-24
3185,China,-0.038,26.0789,117.9874,2020-02-24
3186,China,-0.038,26.8154,106.8748,2020-02-24
3187,China,-0.038,27.6104,111.7088,2020-02-24
3188,China,-0.038,27.614,115.7221,2020-02-24
3189,China,-0.038,29.1832,120.0934,2020-02-24
3190,China,-0.038,30.0572,107.874,2020-02-24
3191,China,-0.038,30.6171,102.7103,2020-02-24
3192,China,-0.038,30.9756,112.2707,2020-02-24
3193,China,-0.038,31.202,121.4491,2020-02-24
3194,China,-0.038,31.6927,88.0924,2020-02-24
3195,China,-0.038,31.8257,117.2264,2020-02-24
3196,China,-0.038,32.9711,119.455,2020-02-24
3197,China,-0.038,35.1917,108.8701,2020-02-24
3198,China,-0.038,35.7452,95.9956,2020-02-24
3199,China,-0.038,35.7518,104.2861,2020-02-24
3200,China,-0.038,36.3427,118.1498,2020-02-24
3201,China,-0.038,37.2692,106.1655,2020-02-24
3202,China,-0.038,37.5777,112.2922,2020-02-24
3203,China,-0.038,37.8957,114.9042,2020-02-24
3204,China,-0.038,39.3054,117.323,2020-02-24
3205,China,-0.038,39.549,116.1306,2020-02-24
3206,China,-0.038,40.1824,116.4142,2020-02-24
3207,China,-0.038,41.1129,85.2401,2020-02-24
3208,China,-0.038,41.2956,122.6085,2020-02-24
3209,China,-0.038,43.6661,126.1923,2020-02-24
3210,China,-0.038,44.0935,113.9448,2020-02-24
3211,China,-0.038,47.862,127.7615,2020-02-24
3212,China,-0.038,19.1959,109.7453,2020-02-25
3213,China,-0.038,22.1667,113.55,2020-02-25
3214,China,-0.038,22.3,114.2,2020-02-25
3215,China,-0.038,23.3417,113.4244,2020-02-25
3216,China,-0.038,23.8298,108.7881,2020-02-25
3217,China,-0.038,24.974,101.487,2020-02-25
3218,China,-0.038,26.0789,117.9874,2020-02-25
3219,China,-0.038,26.8154,106.8748,2020-02-25
3220,China,-0.038,27.6104,111.7088,2020-02-25
3221,China,-0.038,27.614,115.7221,2020-02-25
3222,China,-0.038,29.1832,120.0934,2020-02-25
3223,China,-0.038,30.0572,107.874,2020-02-25
3224,China,-0.038,30.6171,102.7103,2020-02-25
3225,China,-0.038,30.9756,112.2707,2020-02-25
3226,China,-0.038,31.202,121.4491,2020-02-25
3227,China,-0.038,31.6927,88.0924,2020-02-25
3228,China,-0.038,31.8257,117.2264,2020-02-25
3229,China,-0.038,32.9711,119.455,2020-02-25
3230,China,-0.038,35.1917,108.8701,2020-02-25
3231,China,-0.038,35.7452,95.9956,2020-02-25
3232,China,-0.038,35.7518,104.2861,2020-02-25
3233,China,-0.038,36.3427,118.1498,2020-02-25
3234,China,-0.038,37.2692,106.1655,2020-02-25
3235,China,-0.038,37.5777,112.2922,2020-02-25
3236,China,-0.038,37.8957,114.9042,2020-02-25
3237,China,-0.038,39.3054,117.323,2020-02-25
3238,China,-0.038,39.549,116.1306,2020-02-25
3239,China,-0.038,40.1824,116.4142,2020-02-25
3240,China,-0.038,41.1129,85.2401,2020-02-25
3241,China,-0.038,41.2956,122.6085,2020-02-25
3242,China,-0.038,43.6661,126.1923,2020-02-25
3243,China,-0.038,44.0935,113.9448,2020-02-25
3244,China,-0.038,47.862,127.7615,2020-02-25
3245,China,-0.038,19.1959,109.7453,2020-02-26
3246,China,-0.038,22.1667,113.55,2020-02-26
3247,China,-0.038,22.3,114.2,2020-02-26
3248,China,-0.038,23.3417,113.4244,2020-02-26
3249,China,-0.038,23.8298,108.7881,2020-02-26
3250,China,-0.038,24.974,101.487,2020-02-26
3251,China,-0.038,26.0789,117.9874,2020-02-26
3252,China,-0.038,26.8154,106.8748,2020-02-26
3253,China,-0.038,27.6104,111.7088,2020-02-26
3254,China,-0.038,27.614,115.7221,2020-02-26
3255,China,-0.038,29.1832,120.0934,2020-02-26
3256,China,-0.038,30.0572,107.874,2020-02-26
3257,China,-0.038,30.6171,102.7103,2020-02-26
3258,China,-0.038,30.9756,112.2707,2020-02-26
3259,China,-0.038,31.202,121.4491,2020-02-26
3260,China,-0.038,31.6927,88.0924,2020-02-26
3261,China,-0.038,31.8257,117.2264,2020-02-26
3262,China,-0.038,32.9711,119.455,2020-02-26
3263,China,-0.038,35.1917,108.8701,2020-02-26
3264,China,-0.038,35.7452,95.9956,2020-02-26
3265,China,-0.038,35.7518,104.2861,2020-02-26
3266,China,-0.038,36.3427,118.1498,2020-02-26
3267,China,-0.038,37.2692,106.1655,2020-02-26
3268,China,-0.038,37.5777,112.2922,2020-02-26
3269,China,-0.038,37.8957,114.9042,2020-02-26
3270,China,-0.038,39.3054,117.323,2020-02-26
3271,China,-0.038,39.549,116.1306,2020-02-26
3272,China,-0.038,40.1824,116.4142,2020-02-26
3273,China,-0.038,41.1129,85.2401,2020-02-26
3274,China,-0.038,41.2956,122.6085,2020-02-26
3275,China,-0.038,43.6661,126.1923,2020-02-26
3276,China,-0.038,44.0935,113.9448,2020-02-26
3277,China,-0.038,47.862,127.7615,2020-02-26
3278,China,-0.038,19.1959,109.7453,2020-02-27
3279,China,-0.038,22.1667,113.55,2020-02-27
3280,China,-0.038,22.3,114.2,2020-02-27
3281,China,-0.038,23.3417,113.4244,2020-02-27
3282,China,-0.038,23.8298,108.7881,2020-02-27
3283,China,-0.038,24.974,101.487,2020-02-27
3284,China,-0.038,26.0789,117.9874,2020-02-27
3285,China,-0.038,26.8154,106.8748,2020-02-27
3286,China,-0.038,27.6104,111.7088,2020-02-27
3287,China,-0.038,27.614,115.7221,2020-02-27
3288,China,-0.038,29.1832,120.0934,2020-02-27
3289,China,-0.038,30.0572,107.874,2020-02-27
3290,China,-0.038,30.6171,102.7103,2020-02-27
3291,China,-0.038,30.9756,112.2707,2020-02-27
3292,China,-0.038,31.202,121.4491,2020-02-27
3293,China,-0.038,31.6927,88.0924,2020-02-27
3294,China,-0.038,31.8257,117.2264,2020-02-27
3295,China,-0.038,32.9711,119.455,2020-02-27
3296,China,-0.038,35.1917,108.8701,2020-02-27
3297,China,-0.038,35.7452,95.9956,2020-02-27
3298,China,-0.038,35.7518,104.2861,2020-02-27
3299,China,-0.038,36.3427,118.1498,2020-02-27
3300,China,-0.038,37.2692,106.1655,2020-02-27
3301,China,-0.038,37.5777,112.2922,2020-02-27
3302,China,-0.038,37.8957,114.9042,2020-02-27
3303,China,-0.038,39.3054,117.323,2020-02-27
3304,China,-0.038,39.549,116.1306,2020-02-27
3305,China,-0.038,40.1824,116.4142,2020-02-27
3306,China,-0.038,41.1129,85.2401,2020-02-27
3307,China,-0.038,41.2956,122.6085,2020-02-27
3308,China,-0.038,43.6661,126.1923,2020-02-27
3309,China,-0.038,44.0935,113.9448,2020-02-27
3310,China,-0.038,47.862,127.7615,2020-02-27
3311,China,-0.038,19.1959,109.7453,2020-02-28
3312,China,-0.038,22.1667,113.55,2020-02-28
3313,China,-0.038,22.3,114.2,2020-02-28
3314,China,-0.038,23.3417,113.4244,2020-02-28
3315,China,-0.038,23.8298,108.7881,2020-02-28
3316,China,-0.038,24.974,101.487,2020-02-28
3317,China,-0.038,26.0789,117.9874,2020-02-28
3318,China,-0.038,26.8154,106.8748,2020-02-28
3319,China,-0.038,27.6104,111.7088,2020-02-28
3320,China,-0.038,27.614,115.7221,2020-02-28
3321,China,-0.038,29.1832,120.0934,2020-02-28
3322,China,-0.038,30.0572,107.874,2020-02-28
3323,China,-0.038,30.6171,102.7103,2020-02-28
3324,China,-0.038,30.9756,112.2707,2020-02-28
3325,China,-0.038,31.202,121.4491,2020-02-28
3326,China,-0.038,31.6927,88.0924,2020-02-28
3327,China,-0.038,31.8257,117.2264,2020-02-28
3328,China,-0.038,32.9711,119.455,2020-02-28
3329,China,-0.038,35.1917,108.8701,2020-02-28
3330,China,-0.038,35.7452,95.9956,2020-02-28
3331,China,-0.038,35.7518,104.2861,2020-02-28
3332,China,-0.038,36.3427,118.1498,2020-02-28
3333,China,-0.038,37.2692,106.1655,2020-02-28
3334,China,-0.038,37.5777,112.2922,2020-02-28
3335,China,-0.038,37.8957,114.9042,2020-02-28
3336,China,-0.038,39.3054,117.323,2020-02-28
3337,China,-0.038,39.549,116.1306,2020-02-28
3338,China,-0.038,40.1824,116.4142,2020-02-28
3339,China,-0.038,41.1129,85.2401,2020-02-28
3340,China,-0.038,41.2956,122.6085,2020-02-28
3341,China,-0.038,43.6661,126.1923,2020-02-28
3342,China,-0.038,44.0935,113.9448,2020-02-28
3343,China,-0.038,47.862,127.7615,2020-02-28
3344,China,-0.038,19.1959,109.7453,2020-02-29
3345,China,-0.038,22.1667,113.55,2020-02-29
3346,China,-0.038,22.3,114.2,2020-02-29
3347,China,-0.038,23.3417,113.4244,2020-02-29
3348,China,-0.038,23.8298,108.7881,2020-02-29
3349,China,-0.038,24.974,101.487,2020-02-29
3350,China,-0.038,26.0789,117.9874,2020-02-29
3351,China,-0.038,26.8154,106.8748,2020-02-29
3352,China,-0.038,27.6104,111.7088,2020-02-29
3353,China,-0.038,27.614,115.7221,2020-02-29
3354,China,-0.038,29.1832,120.0934,2020-02-29
3355,China,-0.038,30.0572,107.874,2020-02-29
3356,China,-0.038,30.6171,102.7103,2020-02-29
3357,China,-0.038,30.9756,112.2707,2020-02-29
3358,China,-0.038,31.202,121.4491,2020-02-29
3359,China,-0.038,31.6927,88.0924,2020-02-29
3360,China,-0.038,31.8257,117.2264,2020-02-29
3361,China,-0.038,32.9711,119.455,2020-02-29
3362,China,-0.038,35.1917,108.8701,2020-02-29
3363,China,-0.038,35.7452,95.9956,2020-02-29
3364,China,-0.038,35.7518,104.2861,2020-02-29
3365,China,-0.038,36.3427,118.1498,2020-02-29
3366,China,-0.038,37.2692,106.1655,2020-02-29
3367,China,-0.038,37.5777,112.2922,2020-02-29
3368,China,-0.038,37.8957,114.9042,2020-02-29
3369,China,-0.038,39.3054,117.323,2020-02-29
3370,China,-0.038,39.549,116.1306,2020-02-29
3371,China,-0.038,40.1824,116.4142,2020-02-29
3372,China,-0.038,41.1129,85.2401,2020-02-29
3373,China,-0.038,41.2956,122.6085,2020-02-29
3374,China,-0.038,43.6661,126.1923,2020-02-29
3375,China,-0.038,44.0935,113.9448,2020-02-29
3376,China,-0.038,47.862,127.7615,2020-02-29
3377,China,-0.038,19.1959,109.7453,2020-03-01
3378,China,-0.038,22.1667,113.55,2020-03-01
3379,China,-0.038,22.3,114.2,2020-03-01
3380,China,-0.038,23.3417,113.4244,2020-03-01
3381,China,-0.038,23.8298,108.7881,2020-03-01
3382,China,-0.038,24.974,101.487,2020-03-01
3383,China,-0.038,26.0789,117.9874,2020-03-01
3384,China,-0.038,26.8154,106.8748,2020-03-01
3385,China,-0.038,27.6104,111.7088,2020-03-01
3386,China,-0.038,27.614,115.7221,2020-03-01
3387,China,-0.038,29.1832,120.0934,2020-03-01
3388,China,-0.038,30.0572,107.874,2020-03-01
3389,China,-0.038,30.6171,102.7103,2020-03-01
3390,China,-0.038,30.9756,112.2707,2020-03-01
3391,China,-0.038,31.202,121.4491,2020-03-01
3392,China,-0.038,31.6927,88.0924,2020-03-01
3393,China,-0.038,31.8257,117.2264,2020-03-01
3394,China,-0.038,32.9711,119.455,2020-03-01
3395,China,-0.038,35.1917,108.8701,2020-03-01
3396,China,-0.038,35.7452,95.9956,2020-03-01
3397,China,-0.038,35.7518,104.2861,2020-03-01
3398,China,-0.038,36.3427,118.1498,2020-03-01
3399,China,-0.038,37.2692,106.1655,2020-03-01
3400,China,-0.038,37.5777,112.2922,2020-03-01
3401,China,-0.038,37.8957,114.9042,2020-03-01
3402,China,-0.038,39.3054,117.323,2020-03-01
3403,China,-0.038,39.549,116.1306,2020-03-01
3404,China,-0.038,40.1824,116.4142,2020-03-01
3405,China,-0.038,41.1129,85.2401,2020-03-01
3406,China,-0.038,41.2956,122.6085,2020-03-01
3407,China,-0.038,43.6661,126.1923,2020-03-01
3408,China,-0.038,44.0935,113.9448,2020-03-01
3409,China,-0.038,47.862,127.7615,2020-03-01
3410,China,-0.038,19.1959,109.7453,2020-03-02
3411,China,-0.038,22.1667,113.55,2020-03-02
3412,China,-0.038,22.3,114.2,2020-03-02
3413,China,-0.038,23.3417,113.4244,2020-03-02
3414,China,-0.038,23.8298,108.7881,2020-03-02
3415,China,-0.038,24.974,101.487,2020-03-02
3416,China,-0.038,26.0789,117.9874,2020-03-02
3417,China,-0.038,26.8154,106.8748,2020-03-02
3418,China,-0.038,27.6104,111.7088,2020-03-02
3419,China,-0.038,27.614,115.7221,2020-03-02
3420,China,-0.038,29.1832,120.0934,2020-03-02
3421,China,-0.038,30.0572,107.874,2020-03-02
3422,China,-0.038,30.6171,102.7103,2020-03-02
3423,China,-0.038,30.9756,112.2707,2020-03-02
3424,China,-0.038,31.202,121.4491,2020-03-02
3425,China,-0.038,31.6927,88.0924,2020-03-02
3426,China,-0.038,31.8257,117.2264,2020-03-02
3427,China,-0.038,32.9711,119.455,2020-03-02
3428,China,-0.038,35.1917,108.8701,2020-03-02
3429,China,-0.038,35.7452,95.9956,2020-03-02
3430,China,-0.038,35.7518,104.2861,2020-03-02
3431,China,-0.038,36.3427,118.1498,2020-03-02
3432,China,-0.038,37.2692,106.1655,2020-03-02
3433,China,-0.038,37.5777,112.2922,2020-03-02
3434,China,-0.038,37.8957,114.9042,2020-03-02
3435,China,-0.038,39.3054,117.323,2020-03-02
3436,China,-0.038,39.549,116.1306,2020-03-02
3437,China,-0.038,40.1824,116.4142,2020-03-02
3438,China,-0.038,41.1129,85.2401,2020-03-02
3439,China,-0.038,41.2956,122.6085,2020-03-02
3440,China,-0.038,43.6661,126.1923,2020-03-02
3441,China,-0.038,44.0935,113.9448,2020-03-02
3442,China,-0.038,47.862,127.7615,2020-03-02
3443,China,-0.038,19.1959,109.7453,2020-03-03
3444,China,-0.038,22.1667,113.55,2020-03-03
3445,China,-0.038,22.3,114.2,2020-03-03
3446,China,-0.038,23.3417,113.4244,2020-03-03
3447,China,-0.038,23.8298,108.7881,2020-03-03
3448,China,-0.038,24.974,101.487,2020-03-03
3449,China,-0.038,26.0789,117.9874,2020-03-03
3450,China,-0.038,26.8154,106.8748,2020-03-03
3451,China,-0.038,27.6104,111.7088,2020-03-03
3452,China,-0.038,27.614,115.7221,2020-03-03
3453,China,-0.038,29.1832,120.0934,2020-03-03
3454,China,-0.038,30.0572,107.874,2020-03-03
3455,China,-0.038,30.6171,102.7103,2020-03-03
3456,China,-0.038,30.9756,112.2707,2020-03-03
3457,China,-0.038,31.202,121.4491,2020-03-03
3458,China,-0.038,31.6927,88.0924,2020-03-03
3459,China,-0.038,31.8257,117.2264,2020-03-03
3460,China,-0.038,32.9711,119.455,2020-03-03
3461,China,-0.038,35.1917,108.8701,2020-03-03
3462,China,-0.038,35.7452,95.9956,2020-03-03
3463,China,-0.038,35.7518,104.2861,2020-03-03
3464,China,-0.038,36.3427,118.1498,2020-03-03
3465,China,-0.038,37.2692,106.1655,2020-03-03
3466,China,-0.038,37.5777,112.2922,2020-03-03
3467,China,-0.038,37.8957,114.9042,2020-03-03
3468,China,-0.038,39.3054,117.323,2020-03-03
3469,China,-0.038,39.549,116.1306,2020-03-03
3470,China,-0.038,40.1824,116.4142,2020-03-03
3471,China,-0.038,41.1129,85.2401,2020-03-03
3472,China,-0.038,41.2956,122.6085,2020-03-03
3473,China,-0.038,43.6661,126.1923,2020-03-03
3474,China,-0.038,44.0935,113.9448,2020-03-03
3475,China,-0.038,47.862,127.7615,2020-03-03
3476,China,-0.038,19.1959,109.7453,2020-03-04
3477,China,-0.038,22.1667,113.55,2020-03-04
3478,China,-0.038,22.3,114.2,2020-03-04
3479,China,-0.038,23.3417,113.4244,2020-03-04
3480,China,-0.038,23.8298,108.7881,2020-03-04
3481,China,-0.038,24.974,101.487,2020-03-04
3482,China,-0.038,26.0789,117.9874,2020-03-04
3483,China,-0.038,26.8154,106.8748,2020-03-04
3484,China,-0.038,27.6104,111.7088,2020-03-04
3485,China,-0.038,27.614,115.7221,2020-03-04
3486,China,-0.038,29.1832,120.0934,2020-03-04
3487,China,-0.038,30.0572,107.874,2020-03-04
3488,China,-0.038,30.6171,102.7103,2020-03-04
3489,China,-0.038,30.9756,112.2707,2020-03-04
3490,China,-0.038,31.202,121.4491,2020-03-04
3491,China,-0.038,31.6927,88.0924,2020-03-04
3492,China,-0.038,31.8257,117.2264,2020-03-04
3493,China,-0.038,32.9711,119.455,2020-03-04
3494,China,-0.038,35.1917,108.8701,2020-03-04
3495,China,-0.038,35.7452,95.9956,2020-03-04
3496,China,-0.038,35.7518,104.2861,2020-03-04
3497,China,-0.038,36.3427,118.1498,2020-03-04
3498,China,-0.038,37.2692,106.1655,2020-03-04
3499,China,-0.038,37.5777,112.2922,2020-03-04
3500,China,-0.038,37.8957,114.9042,2020-03-04
3501,China,-0.038,39.3054,117.323,2020-03-04
3502,China,-0.038,39.549,116.1306,2020-03-04
3503,China,-0.038,40.1824,116.4142,2020-03-04
3504,China,-0.038,41.1129,85.2401,2020-03-04
3505,China,-0.038,41.2956,122.6085,2020-03-04
3506,China,-0.038,43.6661,126.1923,2020-03-04
3507,China,-0.038,44.0935,113.9448,2020-03-04
3508,China,-0.038,47.862,127.7615,2020-03-04
3509,China,-0.038,19.1959,109.7453,2020-03-05
3510,China,-0.038,22.1667,113.55,2020-03-05
3511,China,-0.038,22.3,114.2,2020-03-05
3512,China,-0.038,23.3417,113.4244,2020-03-05
3513,China,-0.038,23.8298,108.7881,2020-03-05
3514,China,-0.038,24.974,101.487,2020-03-05
3515,China,-0.038,26.0789,117.9874,2020-03-05
3516,China,-0.038,26.8154,106.8748,2020-03-05
3517,China,-0.038,27.6104,111.7088,2020-03-05
3518,China,-0.038,27.614,115.7221,2020-03-05
3519,China,-0.038,29.1832,120.0934,2020-03-05
3520,China,-0.038,30.0572,107.874,2020-03-05
3521,China,-0.038,30.6171,102.7103,2020-03-05
3522,China,-0.038,30.9756,112.2707,2020-03-05
3523,China,-0.038,31.202,121.4491,2020-03-05
3524,China,-0.038,31.6927,88.0924,2020-03-05
3525,China,-0.038,31.8257,117.2264,2020-03-05
3526,China,-0.038,32.9711,119.455,2020-03-05
3527,China,-0.038,35.1917,108.8701,2020-03-05
3528,China,-0.038,35.7452,95.9956,2020-03-05
3529,China,-0.038,35.7518,104.2861,2020-03-05
3530,China,-0.038,36.3427,118.1498,2020-03-05
3531,China,-0.038,37.2692,106.1655,2020-03-05
3532,China,-0.038,37.5777,112.2922,2020-03-05
3533,China,-0.038,37.8957,114.9042,2020-03-05
3534,China,-0.038,39.3054,117.323,2020-03-05
3535,China,-0.038,39.549,116.1306,2020-03-05
3536,China,-0.038,40.1824,116.4142,2020-03-05
3537,China,-0.038,41.1129,85.2401,2020-03-05
3538,China,-0.038,41.2956,122.6085,2020-03-05
3539,China,-0.038,43.6661,126.1923,2020-03-05
3540,China,-0.038,44.0935,113.9448,2020-03-05
3541,China,-0.038,47.862,127.7615,2020-03-05
3542,China,-0.038,19.1959,109.7453,2020-03-06
3543,China,-0.038,22.1667,113.55,2020-03-06
3544,China,-0.038,22.3,114.2,2020-03-06
3545,China,-0.038,23.3417,113.4244,2020-03-06
3546,China,-0.038,23.8298,108.7881,2020-03-06
3547,China,-0.038,24.974,101.487,2020-03-06
3548,China,-0.038,26.0789,117.9874,2020-03-06
3549,China,-0.038,26.8154,106.8748,2020-03-06
3550,China,-0.038,27.6104,111.7088,2020-03-06
3551,China,-0.038,27.614,115.7221,2020-03-06
3552,China,-0.038,29.1832,120.0934,2020-03-06
3553,China,-0.038,30.0572,107.874,2020-03-06
3554,China,-0.038,30.6171,102.7103,2020-03-06
3555,China,-0.038,30.9756,112.2707,2020-03-06
3556,China,-0.038,31.202,121.4491,2020-03-06
3557,China,-0.038,31.6927,88.0924,2020-03-06
3558,China,-0.038,31.8257,117.2264,2020-03-06
3559,China,-0.038,32.9711,119.455,2020-03-06
3560,China,-0.038,35.1917,108.8701,2020-03-06
3561,China,-0.038,35.7452,95.9956,2020-03-06
3562,China,-0.038,35.7518,104.2861,2020-03-06
3563,China,-0.038,36.3427,118.1498,2020-03-06
3564,China,-0.038,37.2692,106.1655,2020-03-06
3565,China,-0.038,37.5777,112.2922,2020-03-06
3566,China,-0.038,37.8957,114.9042,2020-03-06
3567,China,-0.038,39.3054,117.323,2020-03-06
3568,China,-0.038,39.549,116.1306,2020-03-06
3569,China,-0.038,40.1824,116.4142,2020-03-06
3570,China,-0.038,41.1129,85.2401,2020-03-06
3571,China,-0.038,41.2956,122.6085,2020-03-06
3572,China,-0.038,43.6661,126.1923,2020-03-06
3573,China,-0.038,44.0935,113.9448,2020-03-06
3574,China,-0.038,47.862,127.7615,2020-03-06
3575,China,-0.038,19.1959,109.7453,2020-03-07
3576,China,-0.038,22.1667,113.55,2020-03-07
3577,China,-0.038,22.3,114.2,2020-03-07
3578,China,-0.038,23.3417,113.4244,2020-03-07
3579,China,-0.038,23.8298,108.7881,2020-03-07
3580,China,-0.038,24.974,101.487,2020-03-07
3581,China,-0.038,26.0789,117.9874,2020-03-07
3582,China,-0.038,26.8154,106.8748,2020-03-07
3583,China,-0.038,27.6104,111.7088,2020-03-07
3584,China,-0.038,27.614,115.7221,2020-03-07
3585,China,-0.038,29.1832,120.0934,2020-03-07
3586,China,-0.038,30.0572,107.874,2020-03-07
3587,China,-0.038,30.6171,102.7103,2020-03-07
3588,China,-0.038,30.9756,112.2707,2020-03-07
3589,China,-0.038,31.202,121.4491,2020-03-07
3590,China,-0.038,31.6927,88.0924,2020-03-07
3591,China,-0.038,31.8257,117.2264,2020-03-07
3592,China,-0.038,32.9711,119.455,2020-03-07
3593,China,-0.038,35.1917,108.8701,2020-03-07
3594,China,-0.038,35.7452,95.9956,2020-03-07
3595,China,-0.038,35.7518,104.2861,2020-03-07
3596,China,-0.038,36.3427,118.1498,2020-03-07
3597,China,-0.038,37.2692,106.1655,2020-03-07
3598,China,-0.038,37.5777,112.2922,2020-03-07
3599,China,-0.038,37.8957,114.9042,2020-03-07
3600,China,-0.038,39.3054,117.323,2020-03-07
3601,China,-0.038,39.549,116.1306,2020-03-07
3602,China,-0.038,40.1824,116.4142,2020-03-07
3603,China,-0.038,41.1129,85.2401,2020-03-07
3604,China,-0.038,41.2956,122.6085,2020-03-07
3605,China,-0.038,43.6661,126.1923,2020-03-07
3606,China,-0.038,44.0935,113.9448,2020-03-07
3607,China,-0.038,47.862,127.7615,2020-03-07
3608,China,-0.038,19.1959,109.7453,2020-03-08
3609,China,-0.038,22.1667,113.55,2020-03-08
3610,China,-0.038,22.3,114.2,2020-03-08
3611,China,-0.038,23.3417,113.4244,2020-03-08
3612,China,-0.038,23.8298,108.7881,2020-03-08
3613,China,-0.038,24.974,101.487,2020-03-08
3614,China,-0.038,26.0789,117.9874,2020-03-08
3615,China,-0.038,26.8154,106.8748,2020-03-08
3616,China,-0.038,27.6104,111.7088,2020-03-08
3617,China,-0.038,27.614,115.7221,2020-03-08
3618,China,-0.038,29.1832,120.0934,2020-03-08
3619,China,-0.038,30.0572,107.874,2020-03-08
3620,China,-0.038,30.6171,102.7103,2020-03-08
3621,China,-0.038,30.9756,112.2707,2020-03-08
3622,China,-0.038,31.202,121.4491,2020-03-08
